,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
319,T20321,C6484546,1989-01-30,M,DELHI,2472.22,2016-09-23,204441,170.0
320,T20322,C4515692,1987-07-29,M,DELHI,6224.12,2016-09-23,204351,100.0
321,T20323,C3338437,1987-06-01,M,PUNE,13807.93,2016-09-23,204730,1999.0
322,T20324,C8922223,1978-07-05,M,NEW DELHI,292.63,2016-09-23,204445,758.0
323,T20325,C5123444,1992-02-24,F,HOWRAH,7494.18,2016-09-23,203239,274.15
324,T20326,C4111138,1991-10-22,M,DHAR,597.73,2016-09-23,204244,71.0
325,T20327,C2123221,1989-11-14,F,NOIDA,2397.64,2016-09-23,190233,100.0
326,T20328,C4019586,1979-11-08,M,KOLKATA,9953.11,2016-09-23,210559,577.5
327,T20329,C3620087,1992-04-26,M,NAGAR MUMBAI,95061.32,2016-09-23,210733,2498.0
328,T20330,C1114675,1984-06-20,M,BANGALORE,24348.92,2016-09-23,210822,3704.0
329,T20331,C3384181,1983-08-12,M,MUMBAI,4483.93,2016-09-23,210858,420.0
330,T20332,C1724562,1973-04-26,M,BANGALORE,228583.49,2016-09-23,211304,5967.0
331,T20333,C7032531,1977-01-26,M,COIMBATORE,6731.81,2016-09-23,211142,200.0
332,T20334,C1635979,1989-06-20,M,DEHRADUN,17087.45,2016-09-23,211143,50.0
333,T20335,C6127184,1995-08-01,F,DELHI,5037.61,2016-09-23,194201,390.0
334,T20336,C1964988,1975-09-23,M,GURGAON,394864.28,2016-09-23,135320,345.0
335,T20337,C7535887,1981-03-15,F,GURGAON,31353.39,2016-09-23,135533,5000.0
336,T20338,C8840249,1993-09-19,M,DELHI,65.22,2016-09-23,134652,391.0
337,T20339,C8236827,1986-08-29,M,NAVIMUMBAI,19449.57,2016-09-23,115241,98.0
338,T20340,C8227340,1988-12-06,M,PUNE,58198.52,2016-09-23,204930,820.0
339,T20341,C4540132,1976-11-20,M,RANCHI,42942.71,2016-09-23,192642,1370.0
340,T20342,C6216225,1995-01-01,M,DELHI DELHI,2793.59,2016-09-23,192840,235.0
341,T20343,C5559361,1992-01-11,F,BANGALORE,274.27,2016-09-23,203752,100.0
342,T20344,C4317779,1990-11-25,M,S.B MARG W MUMBAI,149.11,2016-09-23,205545,30.0
343,T20345,C4840722,1997-08-18,M,JAIPUR,1973.05,2016-09-23,205453,105.0
344,T20346,C7931337,1989-01-01,M,AHMEDABAD,13508.59,2016-09-23,205456,25.0
346,T20348,C1410817,1984-01-09,M,NEW DELHI,1278025.92,2016-09-23,210613,3437.0
347,T20349,C5723026,1982-07-06,M,PUNE,227989.55,2016-09-23,210617,3570.0
348,T20350,C3512746,1984-08-10,M,UTTAR PRADESH,726379.0,2016-09-23,212208,118.0
349,T20351,C1142989,1995-02-20,M,BANGALORE,42358.96,2016-09-23,211434,140.0
350,T20352,C4484551,1978-04-20,M,NOIDA,40448.62,2016-09-23,211443,2158.0
352,T20354,C2613180,1969-01-18,M,THANE,2194709.24,2016-09-23,193129,1000.0
353,T20355,C5422185,1977-02-18,F,NEW DELHI,69517.62,2016-09-23,193139,355.0
354,T20356,C1721228,1990-12-11,F,NEW DELHI,18754.45,2016-09-23,133842,1699.0
355,T20357,C2496051,1983-10-31,M,BHUJ,200773.21,2016-09-23,134609,1000.0
356,T20358,C8832278,1982-09-09,F,MUMBAI,5315.45,2016-09-23,134616,29.0
357,T20359,C1224718,1990-06-05,F,MUMBAI,15862.23,2016-09-23,210106,80.0
358,T20360,C8734655,1988-08-18,M,GURGAON,17673.8,2016-09-23,210352,240.0
359,T20361,C8815581,1972-10-22,M,NOIDA,2498.85,2016-09-23,210356,649.0
360,T20362,C7840434,1991-07-26,M,BHOPAL,966.64,2016-09-23,210358,450.0
361,T20363,C5632945,1985-10-31,F,SURAT,77858.18,2016-09-23,210944,1598.0
362,T20364,C5746853,1994-06-09,M,MANKUVA BHUJ,5351.45,2016-09-23,204249,55.0
364,T20366,C4239060,1987-10-07,M,ANDHERI EAST MUMBAI,81.45,2016-09-23,210332,500.0
365,T20367,C8336644,1994-04-27,M,NOIDA,19651.87,2016-09-23,210726,1512.9
366,T20368,C8328691,1993-09-19,F,DELHI,218.77,2016-09-23,202735,990.0
367,T20369,C2536091,1981-08-04,F,DELHI,112429.99,2016-09-23,192847,2999.0
368,T20370,C2939121,1985-10-11,F,THANE,30184.75,2016-09-23,193030,215.71
369,T20371,C6526468,1992-04-21,M,PUNE,8657.48,2016-09-23,205844,776.93
370,T20372,C5139886,1985-12-02,M,BORSAD,9522.07,2016-09-23,205903,337.85
371,T20373,C2117862,1992-09-08,M,DELHI,19473.7,2016-09-23,135117,2979.0
372,T20374,C7128984,1989-12-21,M,FARIDABAD,320113.45,2016-09-23,135357,2800.0
373,T20375,C6811023,1994-11-16,M,MUMBAI,1241.91,2016-09-23,135358,30.0
375,T20377,C1923057,1989-05-16,M,NEW DELHI,15153.12,2016-09-23,134442,121.0
376,T20378,C1336755,1978-09-16,F,BANGALORE,5830.98,2016-09-23,115757,23.0
377,T20379,C7240788,1993-11-03,M,FARIDABAD,2.29,2016-09-22,60109,200.0
378,T20380,C5811574,1995-03-22,M,SHIMLA,203.69,2016-09-22,34539,147.0
379,T20381,C5440547,1988-10-22,M,NATNAVL,21181.47,2016-09-22,33943,40.0
380,T20382,C2429225,1991-09-21,F,LUCKNOW,48844.56,2016-09-22,53441,15.0
382,T20384,C4132321,1993-07-14,F,BELTHANGADY,61.07,2016-09-22,30721,59.0
383,T20385,C4995941,1952-02-04,M,GARDEN JEOGESHWI (W) MUMBAI,82.32,2016-09-22,31341,450.0
384,T20386,C5714192,1990-12-31,F,NAVI MUMBAI,525.89,2016-09-22,41242,111.0
386,T20388,C2630247,1993-01-31,F,HOWRAH,37038.69,2016-09-22,11544,32.0
387,T20389,C3623979,1993-02-25,M,NEW DELHI,23026.36,2016-09-22,12234,20.0
388,T20390,C3245589,1980-11-03,M,W MUMBAI,93937.29,2016-09-22,4720,495.0
389,T20391,C5197149,1990-06-24,M,GURGAON,22307.41,2016-09-22,4747,50.0
390,T20392,C8032737,1990-05-11,M,NAVI MUMBAI,1940.17,2016-09-22,22328,100.0
391,T20393,C2624246,1987-01-03,M,JAIPUR,0.0,2016-09-22,15343,25.0
392,T20394,C8331443,1986-07-29,F,MUMBAI,3.25,2016-09-22,15527,2500.0
393,T20395,C2522539,1995-06-06,M,KOLKATA,21074.49,2016-09-22,12301,3859.0
394,T20396,C5733579,1982-01-20,M,MUMBAI,326427.11,2016-09-22,12252,2373.0
395,T20397,C3222875,1985-09-03,M,VIJAYAWADA,16511.74,2016-09-22,10,330.0
396,T20398,C1737079,1988-03-26,M,LOWER PAREL MUMBAI,51521.08,2016-09-22,3303,5180.0
397,T20399,C5323617,1990-10-29,M,NOIDA,37217.08,2016-09-23,184826,1200.0
398,T20400,C1624670,1985-12-31,F,PUNE,11669.97,2016-09-23,191801,152.0
399,T20401,C1735315,1990-03-31,M,GURGAON,29.19,2016-09-23,191940,180.0
400,T20402,C4828642,1991-08-06,F,PATIALA,4973.4,2016-09-22,21234,200.0
401,T20403,C8129277,1987-03-29,M,MUMBAI,7918.92,2016-09-22,21331,1200.0
402,T20404,C5336526,1996-08-24,M,JAIPUR,4522.78,2016-09-22,23056,200.0
403,T20405,C4122247,1995-05-30,M,SURYAPET NALGONDA(DIST),481.8,2016-09-22,2122,200.0
404,T20406,C5318836,1993-05-04,M,KANPUR,6363.53,2016-09-22,11847,50.0
406,T20408,C1816591,1991-04-13,M,GURGAON,14586.3,2016-09-22,35731,0.1
407,T20409,C8016366,1983-08-10,M,NAGPUR,23112.75,2016-09-22,11343,75.0
408,T20410,C1298860,1991-06-20,M,SAS NAGAR,6332.87,2016-09-22,14830,200.0
409,T20411,C6929842,1993-08-17,M,THALASSERY,7.01,2016-09-22,11121,98.0
410,T20412,C3349615,1993-08-05,M,KANPUR,16473.3,2016-09-22,11415,36.0
411,T20413,C1510081,1992-03-01,M,BANGALORE,3481.82,2016-09-23,203848,627.0
412,T20414,C7625521,1983-11-09,M,VADODARA,293026.82,2016-09-23,201252,17644.0
413,T20415,C4433915,1987-01-29,F,MUMBAI,6563.6,2016-09-23,190631,199.0
414,T20416,C3934226,1972-04-06,M,BANGALORE,2904958.78,2016-09-23,132938,106.0
415,T20417,C5711037,1990-05-30,M,NAVI MUMBAI,1595.1,2016-09-23,132348,340.0
416,T20418,C7971235,1974-08-22,F,DELHI,95967.12,2016-09-23,132941,20.0
417,T20419,C4430228,1984-05-22,F,KAITHAL,31884.0,2016-09-23,131513,3.0
418,T20420,C5218985,1982-07-10,M,JAIPUR,60771.47,2016-09-23,200435,1500.0
419,T20421,C2530243,1991-08-28,M,GAUTAM BUDH NAGAR,37848.52,2016-09-23,200645,2660.0
420,T20422,C8787977,1988-06-23,M,CHENNAI,11105.78,2016-09-23,203509,948.0
422,T20424,C4018768,1982-12-12,M,SRIGANGANAGAR,491203.42,2016-09-23,203750,1500.0
423,T20425,C6257111,1994-08-07,M,GURGAON,38849.43,2016-09-23,202848,109.0
424,T20426,C4025228,1990-09-24,M,NEW DELHI,22876.3,2016-09-23,203120,440.0
425,T20427,C6041553,1989-03-05,F,NOIDA,47079.47,2016-09-23,203404,3000.0
426,T20428,C1912673,1982-05-22,M,THANE,43780.52,2016-09-23,203405,619.0
427,T20429,C1415649,1991-01-24,M,DELHI,113531.41,2016-09-23,204357,100.0
428,T20430,C5097873,1984-11-14,M,FARIDABAD,31169.01,2016-09-23,192101,200.0
429,T20431,C5123552,1987-07-19,F,GURGAON,61720.91,2016-09-23,200354,2760.0
430,T20432,C3840941,1988-10-25,F,HYDERABAD,422.99,2016-09-23,200406,210.0
431,T20433,C4389832,1987-01-16,M,THANE,157286.38,2016-09-23,200621,300.0
432,T20434,C4924634,1980-11-04,M,HYDERABAD,347.9,2016-09-23,200623,100.0
433,T20435,C7335319,1989-09-07,F,MUMBAI,18762.3,2016-09-23,200753,289.0
434,T20436,C1134385,1989-02-27,F,LUCKNOW,28770.32,2016-09-23,191910,199.0
435,T20437,C4685971,1992-03-11,M,MUMBAI,7072.91,2016-09-23,192018,50.0
436,T20438,C2470029,1990-08-29,M,ALWAR,49225.8,2016-09-23,132827,180.0
437,T20439,C2324773,1977-02-26,M,HYDERABAD,34245.14,2016-09-23,132626,427.85
438,T20440,C3317353,1971-08-14,M,MUMBAI,28887.69,2016-09-23,132839,3737.0
439,T20441,C5765547,1993-08-23,M,HYDERABAD,174930.95,2016-09-23,113151,557.04
440,T20442,C3833422,1987-04-18,M,CHENNAI,468.71,2016-09-23,201033,175.0
441,T20443,C1843216,1990-05-01,M,MUMBAI,21514.3,2016-09-23,203450,611.0
442,T20444,C6741328,1991-11-14,F,PARGANAS,97363.6,2016-09-23,203459,825.0
443,T20445,C7137968,1988-09-26,M,THANE,398.45,2016-09-23,203700,28.0
444,T20446,C3137623,1989-06-21,M,SURAT,2319.7,2016-09-23,203321,200.0
445,T20447,C3221858,1987-06-21,M,INDIA BANGALORE,6127.55,2016-09-23,204141,415.0
446,T20448,C4539062,1988-05-04,M,PATNA,77533.31,2016-09-23,205058,200.0
447,T20449,C2441092,1993-05-01,M,PUNE,5688.43,2016-09-23,204202,293.0
448,T20450,C8350272,1955-01-05,M,MUMBAI,21702.11,2016-09-23,132436,5386.0
449,T20451,C6841091,1989-07-20,M,RAJAHMUNDRY,28.22,2016-09-23,132734,190.0
450,T20452,C5353649,1988-10-08,M,GHAZIABAD,201.95,2016-09-23,131207,284.0
451,T20453,C1235961,1990-05-10,M,NEW DELHI,85.55,2016-09-23,204316,130.0
452,T20454,C1814985,1994-07-30,M,HARIDWAR,46962.07,2016-09-23,204316,5.0
453,T20455,C4111324,1994-02-15,F,RAMGARH,10761.86,2016-09-23,203331,199.0
454,T20456,C1535129,1988-11-23,M,CHENNAI,10184.05,2016-09-23,203823,600.0
455,T20457,C8741116,1984-02-26,F,LUCKNOW,8328.32,2016-09-23,202937,1000.0
456,T20458,C3324666,1986-05-20,M,BANGALORE,26267.54,2016-09-23,201000,218.0
457,T20459,C7235953,1980-12-25,M,AMRITSAR,165350.09,2016-09-23,184330,1495.0
458,T20460,C2914481,1980-01-18,M,THANE W,66067.25,2016-09-23,204348,689.0
459,T20461,C8929660,1989-08-10,M,NEW DELHI,191.81,2016-09-23,203457,500.0
460,T20462,C7921548,1986-11-19,F,MOHALI,23703.5,2016-09-23,203342,1850.0
461,T20463,C8740579,1987-10-10,M,GURGAON,8.17,2016-09-23,132148,200.0
462,T20464,C1738035,1993-03-07,F,GURGAON,164.34,2016-09-23,124732,1400.0
463,T20465,C3026456,1988-11-27,F,PUNE,19765.6,2016-09-23,133232,173.0
465,T20467,C7237037,1984-01-01,M,KORAPUT,1481.88,2016-09-23,114040,30.0
466,T20468,C2723620,1991-09-25,M,HYDERABAD,486.54,2016-09-23,204318,700.0
468,T20470,C8650645,1987-01-15,M,BANGALORE,84424.95,2016-09-23,202716,260.0
469,T20471,C3497964,1990-06-14,F,NOIDA,50092.9,2016-09-23,184125,315.0
471,T20473,C3722475,1990-03-24,M,MUMBAI,13.75,2016-09-23,203658,750.0
472,T20474,C9040859,1983-08-28,M,BANGALORE,23997.71,2016-09-23,204220,17413.0
473,T20475,C8833364,1972-05-20,M,BANGALORE,25248.32,2016-09-23,204222,150.0
474,T20476,C6087282,1986-10-13,M,MUMBAI,72659.59,2016-09-23,184207,675.0
475,T20477,C2530035,1981-04-07,M,GURGAON,38809.5,2016-09-23,204113,1260.0
476,T20478,C7562836,1972-12-28,F,NEW DELHI,1600651.23,2016-09-23,203559,543.0
477,T20479,C2622512,1990-01-16,M,FARIDABAD,26332.94,2016-09-23,131814,20.0
478,T20480,C6712262,1993-09-27,M,DHANBAD,30541.23,2016-09-23,133040,60.0
479,T20481,C6521215,1983-05-18,M,CHENNAI,74358.18,2016-09-23,203439,1066.0
480,T20482,C5536560,1981-06-25,M,GURGAON,2437.03,2016-09-23,203451,1174.0
481,T20483,C6821614,1992-09-11,M,NOIDA,13759.52,2016-09-23,203707,50.0
482,T20484,C8541183,1969-05-22,M,NOIDA,403021.13,2016-09-23,203800,1200.0
483,T20485,C6332275,1984-12-30,M,DHANBAD,73581.29,2016-09-23,203925,63.0
484,T20486,C8126417,1991-10-26,F,MUMBAI,75070.9,2016-09-23,203116,8100.0
485,T20487,C7227520,1969-04-20,M,JHANSI,7714.16,2016-09-23,202835,294.0
486,T20488,C6310135,1989-07-21,M,DELHI,48432.9,2016-09-23,184826,106.66
487,T20489,C1618938,1982-06-18,M,MUMBAI,4838.49,2016-09-23,184621,100.0
488,T20490,C7234862,1989-08-23,F,WASHIM,9437.26,2016-09-23,191229,576.0
489,T20491,C7335637,1996-08-15,M,MANDI GOBINDGARH,10491.4,2016-09-23,132655,159.0
490,T20492,C4417735,1977-02-25,M,DELHI,60341.3,2016-09-23,132604,3550.0
491,T20493,C1434576,1996-09-13,M,DELHI,18129.86,2016-09-23,114206,65.0
492,T20494,C5397869,1987-02-17,M,PATNA,125235.39,2016-09-23,114454,357.0
493,T20495,C5585339,1984-05-13,M,KOLHAPUR,460.96,2016-09-23,203313,2811.0
494,T20496,C8837788,1990-05-22,M,NOIDA,705797.95,2016-09-23,203703,355.0
495,T20497,C1427036,1983-04-24,F,PATHANAMTHITTA,176163.67,2016-09-23,203458,98.0
496,T20498,C8315617,1991-01-15,F,EAST SIKKIM,61594.01,2016-09-23,184346,453.78
497,T20499,C2142182,1987-12-27,F,KOLKATA,36435.86,2016-09-23,204414,423.5
498,T20500,C3683172,1986-05-07,M,THANE,34.72,2016-09-23,204420,38.0
499,T20501,C4622982,1976-09-30,F,THANE W MUMBAI,56176.11,2016-09-23,204421,350.0
500,T20502,C5051714,1961-01-14,M,BHUBANESWAR,75124.51,2016-09-23,203540,1480.0
502,T20504,C6612066,1991-08-23,M,YAMUNANAGAR,315825.0,2016-09-23,191602,432.0
503,T20505,C3612683,1989-04-23,F,ERODE,482.94,2016-09-23,204428,2121.0
504,T20506,C3913445,1970-06-01,M,BANGALORE,36261.81,2016-09-23,134627,2999.0
505,T20507,C8640033,1978-08-03,F,LUCKNOW,155557.25,2016-09-23,115726,1000.0
506,T20508,C1717343,1971-08-14,M,MUMBAI,28887.69,2016-09-23,202654,177.0
507,T20509,C1427112,1981-11-12,F,MUMBAI,35792.21,2016-09-23,202951,270.0
508,T20510,C7831178,1982-08-04,M,DELHI,3120.3,2016-09-23,191142,350.0
509,T20511,C4430166,1977-04-08,M,ZIRAKPUR,631.86,2016-09-23,191349,1000.0
510,T20512,C4721691,1993-05-15,M,LUDHIANA,3361.89,2016-09-23,191533,412.0
511,T20513,C6521913,1984-02-09,F,NEW DELHI,36465.27,2016-09-23,191534,150.0
512,T20514,C8013139,1985-06-12,M,NOIDA,21940.13,2016-09-23,190310,320.0
513,T20515,C6918417,1990-10-01,F,INDORE,23753.34,2016-09-23,190312,419.0
514,T20516,C7214552,1990-01-12,M,GURGAON,16856.84,2016-09-23,190313,50.0
515,T20517,C2044152,1978-10-12,M,GHAZIABAD,53175.69,2016-09-23,211215,2100.0
516,T20518,C6952821,1987-02-06,M,DELHI,14766.38,2016-09-23,211315,100.0
517,T20519,C8934818,1992-12-20,M,GHAZIABAD,35604.56,2016-09-23,203741,10.0
518,T20520,C4318847,1988-07-13,M,GURGAON,7410.71,2016-09-23,203008,100.0
519,T20521,C1272183,1990-05-28,M,GURGAON,138675.45,2016-09-23,203108,11.0
520,T20522,C5122657,1992-09-09,M,MUMBAI,77755.77,2016-09-23,191305,177.0
521,T20523,C8629046,1963-10-09,M,SECUNDERABAD BOLARUM HYDERABAD,44311.65,2016-09-23,140142,1356.92
522,T20524,C2440945,1962-08-26,M,GURGAON,3026768.43,2016-09-23,191558,2087.0
523,T20525,C7934418,1985-01-20,F,MEERUT,38258.54,2016-09-23,205156,120.0
524,T20526,C7536686,1971-08-25,F,KOLKATA,16737.88,2016-09-23,205404,1000.0
526,T20528,C1931149,1987-10-05,F,NOIDA,3882.64,2016-09-23,191442,250.0
527,T20529,C3237915,1992-11-28,F,GUWAHATI,11165.76,2016-09-23,202748,228.0
528,T20530,C6939147,1976-02-08,M,HYDERABAD,4168.65,2016-09-23,202922,269.0
529,T20531,C6836682,1994-08-24,M,KOLKATA,14178.24,2016-09-23,190409,1875.0
530,T20532,C1712650,1985-07-16,F,MUMBAI,1623.91,2016-09-23,190620,1250.0
531,T20533,C3539820,1984-11-11,F,PUNE,128963.24,2016-09-23,140134,617.0
532,T20534,C4632262,1992-05-22,M,SANTOKHGARH,145503.28,2016-09-23,140136,3795.01
533,T20535,C1938272,1966-01-07,M,HYDERABAD,79236.52,2016-09-23,121259,5045.0
534,T20536,C6916674,1984-01-05,M,CHENNAI,31016.98,2016-09-23,202717,500.0
535,T20537,C2333684,1990-12-04,F,MUMBAI,19424.6,2016-09-23,203452,297.0
536,T20538,C2035324,1991-10-05,M,PAREL W MUMBAI,24564.16,2016-09-23,202811,297.0
537,T20539,C1626390,1994-03-07,M,NEW DELHI,4283.02,2016-09-23,205615,300.0
538,T20540,C2142928,1957-01-09,M,VISAKHAPATNAM,141126.35,2016-09-23,210822,1280.0
539,T20541,C1027127,1989-06-03,M,NAGPUR,1826.43,2016-09-23,210945,110.0
540,T20542,C4542853,1987-11-14,M,KAPURTHALA,188061.58,2016-09-23,211233,4905.79
541,T20543,C9038256,1979-01-31,M,BANGALORE,8980.08,2016-09-23,190854,609.0
542,T20544,C1612472,1985-08-24,M,NEW DELHI,3386.91,2016-09-23,191438,1230.0
543,T20545,C8511927,1983-05-18,M,VADODARA,12524.83,2016-09-23,204440,325.0
544,T20546,C4119658,1991-11-10,M,NOIDA,659.55,2016-09-23,204440,168.0
545,T20547,C3021469,1985-03-07,M,KANPUR,5239.5,2016-09-23,204441,99.0
546,T20548,C4564842,1987-05-14,M,KOLKATA,27081.55,2016-09-23,204441,635.0
547,T20549,C1416647,1990-08-04,F,DELHI,25973.07,2016-09-23,204552,154.87
548,T20550,C8515722,1978-06-30,M,COIMBATORE,22176.21,2016-09-23,204725,261.0
549,T20551,C3514619,1985-01-12,M,NEW DELHI,22361.09,2016-09-23,135939,255.0
550,T20552,C5325291,1989-02-22,M,MUMBAI,154.66,2016-09-23,140153,220.0
551,T20553,C8717653,1979-10-27,M,DASUYA,8949.25,2016-09-23,121043,845.0
553,T20555,C7915643,1993-01-03,M,DELHI,83229.25,2016-09-23,204825,10611.52
554,T20556,C7115721,1991-09-18,M,NEW DELHI,61640.85,2016-09-23,204825,340.0
555,T20557,C2336865,1990-08-02,M,MUMBAI,17553.84,2016-09-23,204826,885.0
556,T20558,C1815314,1973-08-11,F,PUNE,393211.14,2016-09-23,204903,2650.0
557,T20559,C4159082,1994-01-27,F,RANGA REDDY,20903.08,2016-09-23,202654,299.0
558,T20560,C3529012,1976-08-21,F,HYDERABAD,58106.54,2016-09-23,190641,2850.0
559,T20561,C4036680,1990-12-13,M,CHANDIGARH,50.0,2016-09-23,191946,100.0
560,T20562,C8922226,1985-08-23,F,MUMBAI,109618.18,2016-09-23,202952,1997.0
561,T20563,C5727867,1990-07-20,F,PUNE,13643.86,2016-09-23,202953,70.0
562,T20564,C1123248,1986-11-19,M,HOOGHLY,110091.54,2016-09-23,203241,1000.0
563,T20565,C6814755,1979-05-06,M,ALLAHABAD,1740474.25,2016-09-23,203520,1458.0
564,T20566,C7041170,1981-09-29,M,GODHRA (GUJARAT),19990.34,2016-09-23,190830,50.0
565,T20567,C4917176,1986-07-07,M,THANE W,5235.42,2016-09-23,191121,540.0
566,T20568,C6818983,1976-07-02,M,THANE,81590.84,2016-09-23,204756,168.0
567,T20569,C3833183,1992-07-24,M,DELHI,451819.36,2016-09-23,192010,5689.0
568,T20570,C8737243,1991-10-08,M,MUMBAI,2441.54,2016-09-23,134043,170.0
569,T20571,C6126428,1973-05-08,M,MUMBAI,25296.5,2016-09-23,134257,1277.0
570,T20572,C3811879,1976-06-23,M,NOIDA,2345.64,2016-09-23,135012,571.0
571,T20573,C6542518,1994-11-24,F,DELHI,2492.72,2016-09-23,112443,384.0
572,T20574,C2517280,1993-04-17,F,MUMBAI,2018.94,2016-09-23,203148,30.0
573,T20575,C5122963,1994-02-14,M,BANGALORE,348.59,2016-09-23,202904,195.0
574,T20576,C5234332,1989-05-05,F,MUMBAI,15148.45,2016-09-23,191456,885.0
576,T20578,C4930321,1991-10-08,F,NOIDA,9.6,2016-09-23,204427,50.0
577,T20579,C1742548,1983-03-10,F,THANE,41930.5,2016-09-23,204529,2997.0
578,T20580,C6517449,1987-06-09,M,MUMBAI,223327.57,2016-09-23,204510,2263.15
579,T20581,C4148460,1990-12-19,F,PUNE,10645.62,2016-09-23,204607,192.0
580,T20582,C3515163,1990-08-27,F,NOIDA,9685.67,2016-09-23,191754,450.0
581,T20583,C2015611,1990-03-15,M,HOSPITAL MIRAROAD EAST THANE,470.17,2016-09-23,191755,109.0
582,T20584,C5029677,1985-01-14,M,JAIPUR,7647.9,2016-09-23,203838,4240.0
583,T20585,C4335739,1997-11-23,F,MUMBAI,6144.26,2016-09-23,135840,250.0
584,T20586,C1626867,1967-09-20,M,SURAT,10656.91,2016-09-23,135843,1397.33
585,T20587,C8368368,1989-05-20,M,DELHI,18394.94,2016-09-23,191957,480.0
586,T20588,C3520267,1988-04-30,M,DELHI,4090.66,2016-09-23,191932,50.0
587,T20589,C4216731,1990-05-21,M,NEW DELHI,2099.75,2016-09-23,191933,2600.0
588,T20590,C7517851,1987-03-27,F,DELHI,158017.64,2016-09-23,192418,2090.0
589,T20591,C7112754,1985-09-07,M,NOIDA,23.23,2016-09-23,195640,200.0
590,T20592,C4440824,1985-10-19,M,BANGALORE,4415.96,2016-09-23,190150,40.0
591,T20593,C8736424,1981-02-23,M,DELHI,20574.89,2016-09-23,191756,640.0
592,T20594,C5836931,1985-10-19,F,DELHI,15587.39,2016-09-23,193052,3000.0
593,T20595,C3436068,1993-08-26,M,THANE,18053.94,2016-09-23,192343,450.0
594,T20596,C2138021,1987-02-15,M,NOIDA,58749.28,2016-09-23,192359,2672.01
595,T20597,C4319521,1987-10-21,M,VILL KR PURAM HOBLI BANGALORE,2410.86,2016-09-23,192935,100.0
596,T20598,C7540139,1973-03-23,M,RAIGAD,57838.38,2016-09-23,193623,30000.0
597,T20599,C4050072,1982-02-25,M,FARIDABAD,12520.82,2016-09-23,115635,500.0
598,T20600,C3638782,1983-11-28,M,SURAT,2006.88,2016-09-23,123928,2000.0
599,T20601,C8434670,1993-06-06,M,AHMEDABAD,67835.38,2016-09-23,121656,149.0
600,T20602,C6215180,1986-06-22,F,THANE,2620.01,2016-09-23,192841,274.0
601,T20603,C5925724,1994-06-02,F,AHMEDABAD,44921.35,2016-09-23,193034,30.0
602,T20604,C2831739,1983-12-02,M,DELHI,29218.91,2016-09-23,193137,11.0
603,T20605,C7038318,1989-03-03,F,GURGAON,195238.45,2016-09-23,192853,250.0
604,T20606,C6027182,1987-01-22,M,MUMBAI,5416.02,2016-09-23,200254,399.0
605,T20607,C7017317,1991-07-19,M,DELHI,56049.56,2016-09-23,193524,50.0
606,T20608,C5315823,1982-08-10,M,NEW DELHI,37067.41,2016-09-23,194146,415.0
607,T20609,C5042519,1983-08-27,F,GURGAON,37491.97,2016-09-23,192411,1700.0
608,T20610,C7232575,1993-03-22,F,NAVI MUMBAI,113263.87,2016-09-23,160300,6251.0
609,T20611,C4884256,1988-01-03,M,GOREGAON (E) MUMBAI,20708.75,2016-09-23,193345,295.0
610,T20612,C8839686,1968-05-25,M,BANGALORE,0.01,2016-09-23,193556,660.0
611,T20613,C4940127,1973-03-23,M,RAIGAD,57838.38,2016-09-23,193527,37789.0
612,T20614,C6516917,1992-07-02,M,PARVATIPURAM,19345.91,2016-09-23,194508,448.0
613,T20615,C1211425,1974-11-02,M,NASHIK,66074.06,2016-09-23,115859,430.0
614,T20616,C3610213,1969-09-02,M,NOIDA,321185.2,2016-09-23,130430,1060.0
615,T20617,C1198631,1984-06-29,M,AHMEDABAD,23344.69,2016-09-23,130432,4000.0
616,T20618,C8838266,1983-10-19,M,VISAKHAPATNAM,516.57,2016-09-23,192501,203.75
618,T20620,C6532512,1975-05-16,M,TRIVANDRAUM,10093.62,2016-09-23,193448,300.0
620,T20622,C8016255,1988-12-21,M,PALI,24244.87,2016-09-23,192227,1000.0
622,T20624,C4720692,1992-11-18,F,GURGAON,19477.98,2016-09-23,194110,2600.0
623,T20625,C8929883,1993-06-08,M,BANGALORE,16598.54,2016-09-23,194111,968.0
624,T20626,C3222374,1994-11-05,F,LUDHIANA,40020.59,2016-09-23,194133,30.0
625,T20627,C2580911,1954-06-30,M,MUMBAI,3194810.95,2016-09-23,194134,1696.0
626,T20628,C2019938,1986-12-30,M,SECUNDERABAD,111948.39,2016-09-23,195909,204.0
627,T20629,C2955919,1990-12-15,M,KORMANGALA 1ST BLOCK BANGALORE,17608.82,2016-09-23,195623,100.0
628,T20630,C1732033,1980-06-06,M,WARANGAL,8993.86,2016-09-23,120448,203.0
629,T20631,C4327647,1984-09-27,M,MUMBAI,114.22,2016-09-23,115313,200.0
630,T20632,C1416184,1991-04-15,M,MUZAFFARPUR,95.0,2016-09-23,115314,74.0
631,T20633,C7317042,1985-12-17,F,NAVI MUMBAI,233338.58,2016-09-23,112136,575.0
632,T20634,C4792868,1991-12-28,M,MUMBAI,22600.79,2016-09-27,150014,130.0
634,T20636,C4037763,1990-05-22,M,NOIDA,705797.95,2016-09-27,143751,209.0
635,T20637,C2618538,1993-07-10,F,BANGALORE,76154.5,2016-09-27,140734,37.0
